query_id,query_planning_time,plan_total_cost,plan_startup_cost,plan_rows,plan_width,output_rows,max_depth,num_operators,has_sort,has_hash,is_parallel_aware,max_workers_planned,max_workers_launched,node_type_Seq Scan_count,node_type_Hash Join_count,node_type_Merge Join_count,node_type_Nested Loop_count,node_type_Aggregate_count,node_type_Sort_count,node_type_Limit_count,node_type_Materialize_count,node_type_Gather_count,node_type_Gather Merge_count,node_type_OTHER_count,total_estimated_rows,total_estimated_bytes,total_actual_rows,total_actual_loops,total_actual_time_node,rows_estimate_error,rows_estimate_ratio,output_row_estimation_error,output_row_estimation_ratio,cost_time_ratio,sum_node_actual_time_vs_total_actual_time_ratio,query_length_chars,has_group_by,has_order_by,has_limit,num_aggregate_functions,num_joins,num_tables_referenced,num_where_conditions,actual_execution_time
1,5.906,972783.18,883608.13,1,121,0,8,11,1,1,1,2,2,3,1,0,1,1,1,1,0,0,1,2,1666675.0,31167278.0,133334.0,20.0,5931.144999999999,-1533341.0,0.08,-1,0.0,0.0004233851987449043,14.400806580845035,631,1,1,1,3,2,3,2,411.862
2,0.198,571562.89,256345.61,38,86,38,7,11,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,1,26044712.0,799919670.0,13043384.0,59.0,41821.10599999999,-13001328.0,0.5008073807842451,0,1.0,0.019675929275254384,3.718743617192589,565,1,1,1,2,2,3,1,11246.031
3,1.21,990400.47,990394.95,40,322,0,10,19,1,1,1,2,2,6,3,0,2,2,1,1,0,0,1,3,6416799.0,101760559.0,5133516.0,45.0,12246.328,-1283283.0,0.8000119685843362,-40,0.0,0.0006307721158492584,19.6030010388704,1050,1,1,1,3,5,6,2,624.717
4,0.15,4719474.54,4719465.76,76,94,76,9,13,1,1,1,2,2,3,1,1,0,2,3,1,0,0,1,1,167054766.0,13162678332.0,36197839.0,33.0,248338.894,-130856927.0,0.2166824680715784,0,1.0,0.006384738967147813,8.241531990604333,436,1,1,1,2,2,3,1,30132.613
5,0.87,32501.63,32200.74,14,202,14,12,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,7218952359.0,1311001219598.0,14601650.0,157.0,41253.336,-7204350709.0,0.0020226826932575413,0,1.0,0.2245404307414736,5.652744819421398,963,1,1,1,3,5,6,0,7297.93
6,1.677,30574.19,28703.93,87,386,87,12,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,2430571734.0,848645289579.0,14125764.0,84.0,21514.53,-2416445970.0,0.005811704218559797,0,1.0,0.1208785907329025,5.821400981934728,1022,1,1,1,4,5,6,1,3695.765
7,0.368,248843.79,247521.97,87,392,87,9,21,1,1,1,2,2,6,1,0,4,1,1,1,4,0,1,2,1092233892.0,361802376236.0,19129756.0,203.0,23837.037,-1073104136.0,0.017514340234371706,0,1.0,0.012958776266829885,7.391991716466996,1087,1,1,1,3,5,6,0,3224.711
8,0.085,25106.9,25106.87,1,295,0,5,8,1,0,0,0,0,3,0,0,2,1,1,1,0,0,0,0,346.0,38638.0,0.0,6.0,67.359,-346.0,0.0,-1,0.0,0.0004478450147170698,5.990661686232657,559,1,1,1,2,2,3,2,11.244
9,0.172,310181.14,237169.33,88,156,88,8,18,1,1,1,2,2,5,3,0,1,1,1,1,1,0,1,4,45726364.0,3200363104.0,25523562.0,30.0,25034.062,-20202802.0,0.5581804405003643,0,1.0,0.013011019947892383,6.203040161079427,753,1,1,1,2,4,5,0,4035.773
10,0.16,1071016.05,1071012.79,26,105,0,11,18,1,1,1,2,2,5,4,0,0,2,1,1,0,0,1,4,14508106.0,732473843.0,5000811.0,45.0,11887.312000000002,-9507295.0,0.34469082318532823,-26,0.0,0.00049329979695449,22.499700945617533,640,1,1,1,5,4,5,0,528.332
11,0.222,310926.75,233740.33,93,311,0,10,21,1,1,1,2,2,6,4,0,1,1,1,1,1,0,1,5,33592738.0,2351555265.0,1.0,23.0,12.993,-33592737.0,2.9768338621281777e-08,-93,0.0,8.365314338505773e-06,4.995386389850058,957,1,1,1,4,5,6,1,2.601
12,0.307,244828.05,243780.22,69,245,69,9,21,1,1,1,2,2,6,1,0,4,1,1,1,4,0,1,2,1092455418.0,220660809940.0,19184489.0,161.0,20670.961000000003,-1073270929.0,0.01756088961060011,0,1.0,0.011124534137326177,7.5895785648249126,933,1,1,1,4,5,6,0,2723.598
13,0.107,1133929.77,1050978.15,10,81,10,7,11,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,1,31075632.0,1523624502.0,9005333.0,38.0,21486.731,-22070299.0,0.2897876059286582,0,1.0,0.0026492575461706065,7.15253529209686,496,1,1,1,2,2,3,1,3004.072
14,0.169,38829.92,38650.32,77,129,77,8,15,1,0,1,2,2,4,0,0,3,1,1,1,3,0,1,1,1633318259.0,153711380421.0,2582472.0,45.0,2212.1810000000005,-1630735787.0,0.0015811198985684026,0,1.0,0.009383691751103273,6.071282329952138,626,1,1,1,3,3,4,0,364.368
15,0.211,304121.37,232675.55,86,295,0,10,21,1,1,1,2,2,6,4,0,1,1,1,1,1,0,1,5,29509779.0,1117067621.0,1.0,23.0,13.177000000000001,-29509778.0,3.388707180762011e-08,-86,0.0,1.0022314446367251e-05,4.323162729658793,747,1,1,1,1,5,6,1,3.048
16,0.148,378040.71,349273.32,26,201,0,11,18,1,1,1,2,2,5,3,0,1,1,1,1,1,0,1,4,19184847.0,1364757589.0,333337.0,200021.0,398.90899999999993,-18851510.0,0.017375014770771954,-26,0.0,0.00017350512329743534,6.081671545310403,876,1,1,1,4,4,5,0,65.592
17,0.057,2050.92,2050.89,10,158,10,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,40860.0,5079780.0,30125.0,10.0,16.704,-10735.0,0.7372736172295644,0,1.0,0.002847014998147173,2.8607638294228463,512,1,1,1,4,2,3,0,5.839
18,0.097,25694.36,25620.81,75,183,0,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,3048950.0,528604248.0,1.0,23.0,12.708,-3048949.0,3.279817642139097e-07,-75,0.0,0.00011430524052749318,4.326864147088867,762,1,1,1,2,3,4,2,2.937
19,0.058,315143.14,246559.22,62,101,62,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39372884.0,1555830430.0,19591003.0,19.0,17763.939000000002,-19781881.0,0.49757602211715046,0,1.0,0.010174608274830289,5.5400504232396,357,1,1,1,2,2,3,0,3206.458
20,0.099,306847.14,241300.29,79,71,79,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39256227.0,1296773931.0,20143535.0,21.0,23264.989,-19112692.0,0.5131296749430352,0,1.0,0.013952357515862783,5.434169438254002,654,1,1,1,2,2,3,2,4281.241
21,0.089,200747.14,200747.08,25,167,25,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,12403894.0,2011086122.0,60190514.0,10.0,47582.47699999999,47786620.0,4.852549852489871,0,1.0,0.07308720313524765,3.2430701046691026,444,1,1,1,1,2,3,0,14672.047
22,0.315,266080.68,233710.35,39,242,0,10,21,1,1,1,2,2,6,4,0,1,1,1,1,1,0,1,5,32986449.0,1852762677.0,1.0,23.0,14.640000000000002,-32986448.0,3.0315478941064554e-08,-39,0.0,1.0872642087354857e-05,5.060490839958522,1017,1,1,1,3,5,6,1,2.893
23,0.3,1236114.66,1236001.52,50,157,50,12,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,7230364413.0,805282933231.0,9321293.0,40.0,56916.295,-7221043120.0,0.0012891871650674435,0,1.0,0.0038348821136058695,12.006760465568604,855,1,1,1,5,5,6,0,4740.354
24,0.319,3399064.53,3326885.32,87,255,0,11,22,1,1,1,2,2,6,2,1,2,1,3,1,2,0,1,3,2491663368.0,518566637052.0,1.0,27.0,20.802999999999997,-2491663367.0,4.013383239657597e-10,-87,0.0,9.90272461817605e-07,6.180332739156268,950,1,1,1,4,5,6,0,3.366
25,0.209,30561.76,29454.37,73,331,73,9,18,1,0,1,2,2,5,0,0,4,1,1,1,4,0,1,1,245222027.0,73721868863.0,2331199.0,65.0,2857.6219999999994,-242890828.0,0.009506482873987499,0,1.0,0.011921073917208957,7.843520554224339,1000,1,1,1,3,4,5,1,364.329
26,0.279,988174.32,507960.31,1,207,0,10,19,1,1,1,2,2,6,1,0,4,1,1,1,1,1,1,2,1773678.0,19191095.0,1.0,24.0,26.913999999999998,-1773677.0,5.638001937217466e-07,-1,0.0,3.197816352888021e-06,8.517088607594935,942,1,1,1,3,5,6,1,3.16
27,0.114,29802.55,29780.31,10,22,10,7,14,1,0,1,2,2,4,0,0,3,1,1,1,3,0,1,0,1204441150.0,24035547580.0,3057751.0,189.0,5796.992999999998,-1201383399.0,0.0025387300990172912,0,1.0,0.04278828489508448,4.545948086574653,441,1,1,1,2,3,4,0,1275.2
28,0.139,25725.79,25707.69,100,318,0,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,18364189.0,5378448202.0,1.0,23.0,13.894,-18364188.0,5.445380680845748e-08,-100,0.0,0.00013550604276875463,3.9856569133677566,772,1,1,1,3,3,4,2,3.486
29,0.165,956987.45,956984.53,24,107,0,11,18,1,1,1,2,2,5,2,1,1,2,3,1,0,0,1,2,1374727.0,21352807.0,1090476.0,39.0,8911.382,-284251.0,0.7932309469443751,-24,0.0,0.00034449563575781483,27.030563155563915,705,1,1,1,2,4,5,2,329.678
30,0.065,29865.33,29782.32,41,42,41,7,12,1,0,1,2,2,3,0,0,2,1,1,1,2,0,1,1,875721.0,31055802.0,51142.0,144.0,152.98600000000002,-824579.0,0.0583998785001159,0,1.0,0.0006297938110846256,8.13365941836355,409,1,1,1,1,2,3,0,18.809
31,0.244,135811.26,39723.47,10,299,10,11,21,1,1,1,2,2,6,1,0,4,1,1,1,4,0,1,2,42744346.0,7624337820.0,14413230.0,128.0,32641.744000000006,-28331116.0,0.3371961756064767,0,1.0,0.04291004295225595,5.601168357766496,845,1,1,1,3,5,6,0,5827.667
32,0.338,374715.79,372992.61,82,97,82,9,21,1,1,1,2,2,6,3,0,2,1,1,1,2,0,1,4,7219739494.0,535583919088.0,11589334.0,36.0,16850.239,-7208150160.0,0.0016052288326512852,0,1.0,0.005991324785112472,7.505527285879476,915,1,1,1,3,5,6,0,2245.044
33,0.369,273090.35,271617.89,97,284,97,9,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,1092855106.0,246597195192.0,25605346.0,134.0,48180.96599999999,-1067249760.0,0.023429772034207798,0,1.0,0.026472454995205803,6.664612915202039,1079,1,1,1,5,5,6,0,7229.372
34,0.223,30422.41,30235.31,82,192,82,11,18,1,1,1,2,2,5,2,0,2,1,1,1,2,0,1,3,1804102132.0,312196543584.0,2993586.0,124.0,3914.232,-1801108546.0,0.0016593218016329023,0,1.0,0.022440102542829448,5.733609499005393,768,1,1,1,3,4,5,0,682.682
35,0.106,1225585.31,1225573.87,98,88,98,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,23003692.0,1605143828.0,5602097.0,30.0,40251.320000000014,-17401595.0,0.2435303428684404,0,1.0,0.0032985602609744073,9.956625168484075,519,1,1,1,1,2,3,0,4042.667
36,0.132,26150.14,25280.65,34,325,0,9,14,1,0,1,2,2,4,0,1,2,1,3,1,0,0,1,1,10688.0,670506.0,0.0,20.0,80.241,-10688.0,0.0,-34,0.0,0.0002593867566292188,11.829721362229101,718,1,1,1,3,3,4,2,6.783
37,0.217,27264.01,26856.39,27,236,0,11,18,1,1,1,2,2,5,2,0,2,1,1,1,2,0,1,3,92417375.0,19671206389.0,1.0,24.0,14.999999999999998,-92417374.0,1.0820476128000823e-08,-27,0.0,8.938523716797345e-05,6.155108740254411,999,1,1,1,3,4,5,1,2.437
38,0.073,653647.83,544137.52,99,22,99,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39364485.0,615616626.0,20236998.0,22.0,19458.430999999997,-19127487.0,0.5140927920179827,0,1.0,0.0055355955209091725,5.377738072536225,544,1,1,1,1,2,3,2,3618.33
39,0.212,29171.74,26250.27,65,304,0,10,17,1,0,1,2,2,5,0,1,3,1,3,1,1,0,1,1,1532585.0,16177764.0,0.0,19.0,84.93700000000001,-1532585.0,0.0,-65,0.0,0.00021894477326343917,13.298418662909036,877,1,1,1,2,4,5,1,6.387
40,0.068,26691.8,26685.44,56,170,0,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,218141.0,27554032.0,1.0,24.0,7.901000000000002,-218140.0,4.58419095905859e-06,-56,0.0,0.00013936864505203846,2.1239247311827962,461,1,1,1,2,2,3,0,3.72
41,0.109,993970.68,969667.99,1,117,0,8,13,1,1,1,2,2,4,2,0,1,1,1,1,0,0,1,2,1566674.0,21767153.0,1133334.0,28.0,5758.793000000001,-433340.0,0.7234012947173438,-1,0.0,0.0003785483893750266,15.305111277659954,742,1,1,1,3,3,4,2,376.266
42,0.211,1264346.5,1264339.35,54,186,54,13,18,1,1,1,2,2,5,4,0,0,2,1,1,0,0,1,4,28148141.0,4492358957.0,9719006.0,48.0,41855.00499999999,-18429135.0,0.3452805639988801,0,1.0,0.0024361897628537746,13.588457912309245,936,1,1,1,1,4,5,0,3080.188
43,0.189,249002.84,205843.85,52,164,0,10,18,1,1,1,2,2,5,3,0,1,1,1,1,1,0,1,4,26613792.0,1232888517.0,1.0,23.0,13.978999999999997,-26613791.0,3.757450272400115e-08,-52,0.0,1.395566412013614e-05,4.02273381294964,979,1,1,1,1,4,5,1,3.475
44,0.213,339812.3,281083.73,53,189,53,11,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,53170957.0,3284205993.0,21391174.0,230.0,28034.878000000004,-31779783.0,0.4023093659946726,0,1.0,0.01054849692021154,7.821120828543045,839,1,1,1,6,5,6,0,3584.509
45,0.169,295247.07,237169.33,70,215,70,8,18,1,1,1,2,2,5,3,0,1,1,1,1,1,0,1,4,45745092.0,3852405520.0,26659955.0,34.0,32978.380000000005,-19085137.0,0.5827937781828049,0,1.0,0.019559120434285766,5.71076646649141,755,1,1,1,3,4,5,0,5774.773
46,0.211,26837.37,26703.11,59,303,0,11,18,1,1,1,2,2,5,2,0,2,1,1,1,2,0,1,3,606893359.0,166903499984.0,1.0,24.0,21.183999999999997,-606893358.0,1.6477359410354002e-09,-59,0.0,0.00012866387429170592,6.1349551114972485,896,1,1,1,5,4,5,1,3.453
47,0.142,292774.24,271471.07,11,242,11,9,18,1,1,1,2,2,5,1,0,3,1,1,1,3,0,1,2,51670425.0,4153559918.0,18370459.0,103.0,24108.36400000001,-33299966.0,0.3555314089249314,0,1.0,0.010971491207696416,7.505320079572379,734,1,1,1,5,4,5,0,3212.17
48,0.086,1661.09,1661.06,1,280,0,5,8,1,0,0,0,0,3,0,0,2,1,1,1,0,0,0,0,233.0,25876.0,0.0,6.0,2.776,-233.0,0.0,-1,0.0,0.00028836486885117606,5.7954070981210855,565,1,1,1,2,2,3,2,0.479
49,0.189,30743.53,30197.49,36,228,36,11,18,1,1,1,2,2,5,2,0,2,1,1,1,2,0,1,3,268081814.0,50836199892.0,2635526.0,58.0,2235.583999999999,-265446288.0,0.009831051053690646,0,1.0,0.011809834459478141,6.157344467824915,779,1,1,1,3,4,5,0,363.076
50,0.1,1010366.62,1010344.24,81,90,81,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,7036527.0,148263578.0,5604175.0,30.0,14061.096,-1432352.0,0.7964404883261302,0,1.0,0.001097685709371515,12.678333551234598,553,1,1,1,5,2,3,0,1109.065
51,0.292,989001.77,988995.15,49,239,0,12,21,1,1,1,2,2,6,3,1,1,2,3,1,0,0,1,3,1553296.0,34035972.0,1233334.0,48.0,12210.573999999999,-319962.0,0.7940109290180365,-49,0.0,0.00041408621543720793,29.81592158854497,965,1,1,1,3,5,6,1,409.532
52,0.253,267301.05,266231.04,51,214,51,11,18,1,1,1,2,2,5,2,0,2,1,1,1,2,0,1,3,7219791441.0,1272946767562.0,13199085.0,196.0,54953.123,-7206592356.0,0.0018281809257043884,0,1.0,0.03464631732647515,5.933823647713092,747,1,1,1,4,4,5,0,9260.997
53,0.132,30204.8,30183.3,22,189,22,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,26828959.0,4549168177.0,116084.0,32.0,611.2209999999999,-26712875.0,0.004326817153062107,0,1.0,0.002562970123953809,7.895484020978116,548,1,1,1,1,3,4,0,77.414
54,0.196,27696.44,26700.5,66,285,0,11,18,1,1,1,2,2,5,2,0,2,1,1,1,2,0,1,3,92432353.0,25011527174.0,1.0,24.0,14.838999999999999,-92432352.0,1.0818722747434548e-08,-66,0.0,8.733974474697832e-05,6.134353038445638,846,1,1,1,3,4,5,0,2.419
55,0.237,346342.45,206948.89,72,409,0,11,21,1,1,1,2,2,6,3,0,2,1,1,1,2,0,1,4,28830335.0,2885502652.0,1.0,24.0,13.991000000000001,-28830334.0,3.4685687835399764e-08,-72,0.0,6.591741786200334e-06,6.128339903635568,1142,1,1,1,4,5,6,2,2.283
56,0.107,984696.97,956821.72,1,112,0,8,13,1,1,1,2,2,4,2,0,1,1,1,1,0,0,1,2,1574740.0,16797136.0,1099858.0,28.0,5288.907999999999,-474882.0,0.698437837357278,-1,0.0,0.0003302843513370413,16.262054546013587,608,1,1,1,4,3,4,2,325.23
57,0.343,38310.07,32196.75,42,279,42,12,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,1081866009.0,257490874363.0,14258979.0,118.0,27363.742000000002,-1067607030.0,0.013179986136342324,0,1.0,0.12473323593509486,5.726382477991705,993,1,1,1,4,5,6,0,4778.539
58,0.145,30400.26,29854.56,74,235,74,7,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,86741301.0,9345972641.0,66784.0,413.0,273.48799999999994,-86674517.0,0.0007699215855662575,0,1.0,0.0011312403249182739,7.952544344286128,663,1,1,1,3,3,4,0,34.39
59,0.091,6327822.25,6327727.32,87,173,87,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,289961079.0,38715585099.0,20071045.0,118.0,501220.24000000005,-269890034.0,0.06921979001188638,0,1.0,0.010622141448426431,7.456967469906244,561,1,1,1,1,2,3,0,67215.023
60,0.072,2204.52,2204.41,42,308,25,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,40892.0,8583496.0,20160.0,10.0,12.588,-20732.0,0.49300596693729826,-17,0.5952380952380952,0.0016638542630595323,3.431842966194111,447,1,1,1,4,2,3,0,3.668
61,0.264,248031.54,208844.13,47,290,0,9,19,1,1,1,2,2,6,2,0,3,1,1,1,2,0,1,2,21789650.0,550554735.0,1.0,23.0,57.13300000000002,-21789649.0,4.589334844754275e-08,-47,0.0,3.987799293589839e-05,5.776261247598829,972,1,1,1,4,5,6,1,9.891
62,0.308,37326.13,31794.82,38,125,38,10,21,1,0,1,2,2,6,0,0,5,1,1,1,5,0,1,1,1084803335.0,108740828415.0,14026243.0,138.0,37174.072,-1070777092.0,0.01292975652586835,0,1.0,0.17430641751502235,5.713652119276061,1043,1,1,1,5,5,6,0,6506.184
63,0.129,30219.36,30183.3,37,182,37,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,26828974.0,4857375228.0,116090.0,32.0,647.376,-26712884.0,0.004327038372768187,0,1.0,0.002794235218747187,7.666698247276172,546,1,1,1,1,3,4,0,84.44
64,0.099,53804.44,30573.5,28,156,28,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,7387884.0,610373808.0,2858678.0,26.0,2784.3089999999997,-4529206.0,0.3869413759068226,0,1.0,0.010169160760710453,5.088786174074196,552,1,1,1,2,2,3,1,547.146
65,0.135,26897.31,26841.47,57,219,0,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,9045298.0,1772254929.0,1.0,23.0,14.254000000000001,-9045297.0,1.1055467713722644e-07,-57,0.0,0.00010212917202500918,5.1889333818711325,653,1,1,1,2,3,4,1,2.747
66,0.278,637665.71,572958.38,78,230,78,11,21,1,1,1,2,2,6,3,0,2,1,1,1,2,0,1,4,1003856254.0,185999855172.0,38326102.0,45.0,281578.59400000004,-965530152.0,0.03817887456225381,0,1.0,0.05375533051636099,8.214573802602033,1010,1,1,1,4,5,6,0,34277.931
67,0.316,2103394.41,2103339.01,56,295,56,14,21,1,1,1,2,2,6,4,0,1,1,1,1,1,0,1,5,1074483123.0,312499871659.0,5666889.0,50.0,56941.49999999999,-1068816234.0,0.005274060502856312,0,1.0,0.0031471886435221626,8.601722202508572,972,1,1,1,5,5,6,0,6619.779
68,0.255,2346686.05,2318481.28,34,121,0,12,19,1,1,1,2,2,5,2,1,1,1,3,1,1,0,1,3,638955533.0,66298118314.0,1.0,29.0,16.279999999999994,-638955532.0,1.565054136560705e-09,-34,0.0,1.3222902143215963e-06,5.246535610699321,862,1,1,1,3,4,5,2,3.103
69,0.055,1826.2,1826.0,82,267,0,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,20652.0,3324919.0,1.0,8.0,0.08200000000000002,-20651.0,4.84214603912454e-05,-82,0.0,0.0004314970977987077,0.10406091370558378,498,1,1,1,2,2,3,0,0.788
70,0.043,24731.98,24731.95,1,267,0,5,8,1,0,0,0,0,3,0,0,2,1,1,1,0,0,0,0,233.0,25934.0,0.0,6.0,44.486999999999995,-233.0,0.0,-1,0.0,0.0003002590168680389,5.990708322111499,552,1,1,1,2,2,3,2,7.426
71,0.344,225325.91,219361.95,42,184,0,12,21,1,1,1,2,2,6,3,0,2,1,1,1,2,0,1,4,371367398.0,59669993236.0,1000001.0,33.0,2285.316,-370367397.0,0.002692753874964544,-42,0.0,0.0006457535220871847,15.706099446754406,816,1,1,1,2,5,6,0,145.505
72,0.323,274493.94,274406.72,17,263,17,10,21,1,1,1,2,2,6,1,0,4,1,1,1,4,0,1,2,7237898651.0,1751866985195.0,18406889.0,146.0,29910.298000000006,-7219491762.0,0.0025431261043503107,0,1.0,0.013062368517133749,8.341920507951242,1112,1,1,1,2,5,6,0,3585.541
73,0.119,152063.66,73245.18,95,152,95,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,7838445.0,676498600.0,3167849.0,6026.0,4957062.313,-4670596.0,0.4041425308208452,0,1.0,7.791547566328471,4.183841396541782,509,1,1,1,1,3,4,0,1184811.24
74,0.146,759026.3,261315.53,60,173,60,9,14,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,2,27567004.0,2633474164.0,13100523.0,90.0,66522.762,-14466481.0,0.4752247650850996,0,1.0,0.023158903716511536,3.784386209363555,731,1,1,1,2,3,4,0,17578.217
75,0.145,228420.68,208483.17,24,132,0,8,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,23106780.0,558735926.0,1.0,20.0,22.059999999999995,-23106779.0,4.327734110940598e-08,-24,0.0,1.9052565643355935e-05,5.06893382352941,694,1,1,1,2,3,4,2,4.352
76,0.157,26927.21,26842.47,86,308,0,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,4046884.0,1138399894.0,1.0,23.0,43.032000000000004,-4046883.0,2.471036975608888e-07,-86,0.0,0.00031611147237311257,5.055451127819549,733,1,1,1,2,3,4,2,8.512
77,0.121,219229.51,219219.97,80,50,0,10,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,2884777.0,79059452.0,1000001.0,33.0,1729.361,-1884776.0,0.3466475918242554,-80,0.0,0.0005059218533125399,15.59204962448045,608,1,1,1,1,3,4,0,110.913
78,0.34,277044.38,276930.43,51,203,51,10,21,1,1,1,2,2,6,2,1,2,1,2,1,2,0,1,3,7232242513.0,1184445662195.0,24545341.0,90.0,49031.167,-7207697172.0,0.003393876927644448,0,1.0,0.022915108402487717,7.723265582967446,1121,1,1,1,5,5,6,2,6348.502
79,0.152,29802.73,29796.97,31,324,31,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,163073751.0,46280134474.0,106291.0,32.0,534.9710000000001,-162967460.0,0.0006517971123384535,0,1.0,0.002207281010833571,8.13235942416734,770,1,1,1,4,3,4,0,65.783
80,0.191,1074127.86,1074124.4,12,202,12,13,18,1,1,1,2,2,5,4,0,0,2,1,1,0,0,1,4,44838556.0,6000100396.0,240567115.0,48.0,1051894.0389999996,195728559.0,5.365184262401313,0,1.0,0.08948723478785849,10.943466795487987,715,1,1,1,7,4,5,0,96120.732
81,0.289,313264.84,234329.74,95,237,0,9,21,1,1,1,2,2,6,3,0,2,1,1,1,2,0,1,4,35601927.0,2446711977.0,1.0,21.0,57.17800000000001,-35601926.0,2.8088367239222752e-08,-95,0.0,3.1663304442337034e-05,5.7644923883456,957,1,1,1,3,5,6,2,9.919
82,0.108,331485.92,277281.77,49,152,49,9,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,41172871.0,2974253228.0,21390888.0,22.0,31433.251999999997,-19781983.0,0.5195384115914579,0,1.0,0.017402736140346473,5.448873085767795,728,1,1,1,4,3,4,0,5768.762
83,0.207,2320620.69,2241811.57,95,195,0,10,18,1,1,1,2,2,5,3,0,1,1,1,1,1,0,1,4,435514346.0,49810811583.0,2.0,29.0,18.373,-435514344.0,4.592271226812813e-09,-95,0.0,1.8736366605436066e-06,4.225620975160994,833,1,1,1,6,4,5,2,4.348
84,0.294,6554092.22,6539989.21,17,162,17,10,21,1,1,1,2,2,6,4,0,1,1,1,1,1,0,1,5,7335656215.0,886268400338.0,47736707.0,6138.0,26209437.19399999,-7287919508.0,0.006507489664304014,0,1.0,0.8727093603513562,4.582215534480635,936,1,1,1,3,5,6,0,5719817.629
85,0.473,244888.23,243430.61,96,142,96,9,21,1,1,1,2,2,6,1,0,4,1,1,1,4,0,1,2,992112295.0,101479915340.0,19179831.0,161.0,24087.608000000004,-972932464.0,0.01933231862629018,0,1.0,0.012994748665544276,7.569337650180172,913,1,1,1,4,5,6,0,3182.261
86,0.306,686551.8,231022.61,16,388,0,10,20,1,1,1,2,2,6,1,0,4,1,1,1,3,0,1,2,13652644.0,237847520.0,1000000.0,25.0,2461.933,-12652644.0,0.0732458855588705,-16,0.0,0.00021052162415130217,17.03359071221996,1080,1,1,1,6,5,6,1,144.534
87,0.358,370852.92,365738.08,36,407,36,9,21,1,1,1,2,2,6,3,0,2,1,1,1,2,0,1,4,973148749.0,338887340902.0,11452166.0,36.0,21756.374,-961696583.0,0.011768155702576976,0,1.0,0.008111571563195457,7.2323562263147405,1185,1,1,1,3,5,6,1,3008.2
88,0.087,1661.08,1661.06,1,167,0,5,8,1,0,0,0,0,3,0,0,2,1,1,1,0,0,0,0,233.0,19606.0,0.0,6.0,3.447,-233.0,0.0,-1,0.0,0.0003563946348159029,5.822635135135136,586,1,1,1,1,2,3,2,0.592
89,0.107,26240.25,26239.84,20,250,0,6,10,1,0,0,0,0,4,0,0,3,1,1,1,0,0,0,0,10310.0,345552.0,0.0,7.0,63.57300000000001,-10310.0,0.0,-20,0.0,0.00034664303884299885,6.989116094986808,696,1,1,1,1,3,4,2,9.096
90,0.244,625418.7,567799.92,52,187,52,11,21,1,1,1,2,2,6,2,0,3,1,1,1,3,0,1,3,53175606.0,5627950488.0,21432465.0,222.0,45419.21200000001,-31743141.0,0.40305069583974273,0,1.0,0.009972228204880987,7.282433446029691,761,1,1,1,2,5,6,0,6236.818
91,0.136,40138.22,30182.35,12,314,12,9,14,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,2,6338362.0,972109328.0,3022332.0,48.0,6606.491,-3316030.0,0.47683171141061365,0,1.0,0.043898683100546065,3.7493954364747175,696,1,1,1,3,3,4,0,1762.015
