query_id,query_planning_time,plan_total_cost,plan_startup_cost,plan_rows,plan_width,output_rows,max_depth,num_operators,has_sort,has_hash,is_parallel_aware,max_workers_planned,max_workers_launched,node_type_Seq Scan_count,node_type_Hash Join_count,node_type_Merge Join_count,node_type_Nested Loop_count,node_type_Aggregate_count,node_type_Sort_count,node_type_Limit_count,node_type_Materialize_count,node_type_Gather_count,node_type_Gather Merge_count,node_type_OTHER_count,total_estimated_rows,total_estimated_bytes,total_actual_rows,total_actual_loops,total_actual_time_node,rows_estimate_error,rows_estimate_ratio,output_row_estimation_error,output_row_estimation_ratio,cost_time_ratio,sum_node_actual_time_vs_total_actual_time_ratio,query_length_chars,has_group_by,has_order_by,has_limit,num_aggregate_functions,num_joins,num_tables_referenced,num_where_conditions,actual_execution_time
5705,0.049,140.32,140.13,73,208,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,923.0,140984.0,130.0,6.0,0.08000000000000002,-793.0,0.14084507042253522,-48,0.3424657534246575,0.0002565564424173318,2.2222222222222228,172,0,1,1,0,1,2,0,0.036
5706,0.024,25929.12,25924.68,38,10,0,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,146412.0,1463436.0,1.0,17.0,8.251000000000001,-146411.0,6.830041253449171e-06,-38,0.0,0.00014794177357349575,2.1509384775808136,257,0,1,1,0,1,2,1,3.836
5707,0.034,224381.04,224370.54,90,18,90,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,3248796.0,56228824.0,1099969.0,17.0,1423.194,-2148827.0,0.3385774299155749,0,1.0,0.0008100327906493347,7.8302449437707695,265,0,1,1,0,1,2,0,181.756
5708,0.048,140.56,140.32,96,108,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,946.0,84488.0,130.0,6.0,0.07400000000000001,-816.0,0.13742071881606766,-71,0.2604166666666667,0.00022766078542970974,2.3125000000000004,182,0,1,1,0,1,2,0,0.032
5709,0.026,1026238.01,1026227.97,86,8,86,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,13752226.0,105017808.0,5001045.0,17.0,5413.548,-8751181.0,0.36365349144204,0,1.0,0.0006005000730775895,8.784576539619898,195,0,1,1,0,1,2,0,616.256
5710,0.081,29911.27,29847.22,60,57,60,6,11,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,1,575910.0,29984540.0,50932.0,75.0,159.392,-524978.0,0.08843742945946416,0,1.0,0.000836340282442036,6.371602174608251,393,1,1,1,1,2,3,0,25.016
5711,0.068,750729.44,750726.64,24,183,24,7,11,1,1,1,2,2,3,1,1,0,0,3,1,0,0,1,1,100165848.0,18315719684.0,40158405.0,29.0,28111.35,-60007443.0,0.4009191336352486,0,1.0,0.006349480579847782,5.897392810435303,394,0,1,1,0,2,3,0,4766.742
5712,0.131,552289.19,203307.81,16,68,0,5,12,1,1,1,2,2,4,1,0,2,0,1,1,1,0,1,1,15402151.0,266842385.0,0.0,10.0,45.82,-15402151.0,0.0,-16,0.0,1.4197272266002529e-05,5.8436423925519705,447,0,1,1,0,3,4,0,7.841
5713,0.054,2031.69,2031.46,93,137,93,6,9,1,1,0,0,0,3,2,0,0,0,1,1,0,0,0,2,30943.0,3103261.0,20291.0,9.0,7.139000000000001,-10652.0,0.6557541285589632,0,1.0,0.0012811993955770813,2.7426046868997314,326,0,1,1,0,2,3,0,2.603
5714,0.098,30193.76,30182.5,65,195,65,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,180282785.0,31769359105.0,116144.0,32.0,704.011,-180166641.0,0.0006442323375468157,0,1.0,0.0030482126108176,7.649217162662842,566,1,1,1,1,3,4,0,92.037
5715,0.168,321736.29,277488.5,40,95,40,9,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,41168731.0,2077397747.0,20924365.0,21.0,27239.436,-20244366.0,0.5082586830281458,0,1.0,0.015281835319229919,5.5401630476897115,552,1,1,1,2,3,4,0,4916.721
5716,0.131,25859.14,25859.12,1,190,0,6,10,1,0,0,0,0,4,0,0,3,1,1,1,0,0,0,0,235.0,19880.0,0.0,7.0,3.5449999999999995,-235.0,0.0,-1,0.0,2.0302299303070405e-05,6.7523809523809515,704,1,1,1,1,3,4,2,0.525
5717,0.098,328038.65,273833.36,49,81,49,9,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,33364161.0,1146371068.0,17784596.0,22.0,19892.828999999998,-15579565.0,0.5330449040813584,0,1.0,0.009945075069660237,6.097663691630222,578,1,1,1,1,3,4,2,3262.369
5718,0.112,30124.24,30114.72,27,44,27,7,11,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,1,85832657.0,2086580548.0,131488.0,48.0,259.4889999999999,-85701169.0,0.0015319110999907645,0,1.0,0.001480701255865708,5.817486828830847,413,1,1,1,1,2,3,0,44.605
5719,0.046,134.48,134.43,18,216,0,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,227.0,31020.0,0.0,4.0,0.02,-227.0,0.0,-18,0.0,0.00010410469958358121,1.4285714285714286,317,0,1,1,0,1,2,1,0.014
5720,0.049,29857.75,29847.22,76,165,76,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,60280206.0,9908819610.0,57231.0,14.0,119.28999999999999,-60222975.0,0.0009494161317232393,0,1.0,0.0007726637137761553,5.170784568703944,367,0,1,1,0,2,3,0,23.07
5721,0.08,5273659.65,5273578.77,49,141,49,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,272486251.0,26494836023.0,21064641.0,299969.0,143449.09200000003,-251421610.0,0.07730533530662434,0,1.0,0.0036849389778121156,7.3816832443837885,398,1,1,1,1,2,3,0,19433.114
5722,0.053,135.74,135.63,44,112,0,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,555.0,54872.0,0.0,4.0,0.03,-555.0,0.0,-44,0.0,0.000132606453514071,1.6666666666666667,258,0,1,1,0,1,2,0,0.018
5723,0.023,27116.37,27111.71,40,138,40,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,312880.0,36418600.0,100170.0,17.0,112.71000000000001,-212710.0,0.3201546918946561,0,1.0,0.0007443842962756446,5.583849393113699,273,0,1,1,0,1,2,0,20.185
5724,0.098,202.97,145.38,61,47,61,5,12,1,0,0,0,0,4,0,1,2,0,2,1,2,0,0,0,9154440.0,419904850.0,2690.0,12.0,0.903,-9151750.0,0.0002938464832365497,0,1.0,0.0014287825787062127,3.113793103448276,473,0,1,1,0,3,4,0,0.29
5725,0.025,1013730.85,1013725.83,43,12,43,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,13752183.0,155024484.0,5000939.0,17.0,6648.572000000001,-8751244.0,0.3636469206379816,0,1.0,0.0007695514050894279,8.522520951958551,202,0,1,1,0,1,2,0,780.118
5726,0.076,1073636.09,1073624.42,100,41,100,7,10,1,1,1,2,2,3,2,0,0,0,1,1,0,0,1,2,18830949.0,508013965.0,9066764.0,26.0,17094.165,-9764185.0,0.48148205382532766,0,1.0,0.0014260511678589342,11.164921688242133,334,0,1,1,0,2,3,1,1531.06
5727,0.112,369027.37,234508.3,14,39,14,6,13,1,0,1,2,2,4,0,0,3,0,1,1,3,0,1,0,28954118.0,628795964.0,13160763.0,34.0,8750.987,-15793355.0,0.45453855648443514,0,1.0,0.005842750904899006,4.058645214701305,426,0,1,1,0,3,4,0,2156.135
5728,0.055,139.39,139.3,37,112,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,887.0,63304.0,130.0,6.0,0.08400000000000002,-757.0,0.14656144306651633,-12,0.6756756756756757,0.0002654422842384676,2.270270270270271,223,0,1,1,0,1,2,0,0.037
5729,0.086,244635.17,208130.16,44,31,44,5,13,1,1,1,2,2,4,1,0,2,0,1,1,2,0,1,1,27429488.0,365535514.0,19438075.0,19.0,8731.715999999997,-7991413.0,0.7086561367824292,0,1.0,0.009333882777361899,3.824004246306815,377,0,1,1,0,3,4,0,2283.396
5730,0.049,140.14,140.06,32,12,5,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1052.0,7864.0,95.0,7.0,0.08900000000000001,-957.0,0.0903041825095057,-27,0.15625,0.0035036392179249327,0.18126272912423627,228,1,1,1,1,1,2,0,0.491
5731,0.028,906415.97,234508.3,81,16,81,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,20753159.0,299050544.0,12429241.0,34.0,20060.614,-8323918.0,0.598908387874829,0,1.0,0.008615677854837443,2.5687818302791463,245,0,1,1,0,1,2,0,7809.388
5732,0.138,1262484.04,1262472.12,100,73,100,11,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,28087883.0,1403826879.0,9669387.0,39.0,49083.44200000002,-18418496.0,0.3442547450087285,0,1.0,0.003309147575441825,11.748785589166985,559,1,1,1,1,3,4,0,4177.746
5733,1.107,373795.46,270382.29,11,99,11,9,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,39906167.0,1655389771.0,12798243.0,65.0,18721.186,-27107924.0,0.32070840078426976,0,1.0,0.008292695689776435,6.039536456229684,540,1,1,1,2,3,4,0,3099.772
5734,0.117,4486610.14,4470847.63,19,132,19,7,13,1,1,1,2,2,4,1,0,2,0,1,1,2,0,1,1,772759330.0,88171657208.0,22691878.0,23.0,80086.927,-750067452.0,0.029364741542492925,0,1.0,0.0027539662717385115,6.4816366141298625,508,0,1,1,0,3,4,0,12355.973
5735,0.173,29886.9,29865.29,93,191,93,8,15,1,0,1,2,2,4,0,0,3,1,1,1,3,0,1,1,180520143.0,31058533633.0,66478.0,22.0,223.69700000000006,-180453665.0,0.0003682580730062905,0,1.0,0.0008694444723273407,8.60869732538003,508,1,1,1,1,3,4,0,25.985
5736,0.093,1236007.1,1235999.29,61,117,61,8,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,27337844.0,2150955314.0,9068789.0,30.0,55142.759999999995,-18269055.0,0.33173021983738,0,1.0,0.002964295269824906,15.050331751226155,492,1,1,1,3,2,3,0,3663.89
5737,0.093,581244.4,534785.29,42,42,42,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39178500.0,690186576.0,19540128.0,19.0,18839.671,-19638372.0,0.4987462000842299,0,1.0,0.005684078848759661,5.702357469598246,406,1,1,1,1,2,3,1,3303.839
5738,0.059,27512.77,27501.68,95,138,95,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,312935.0,36674830.0,100334.0,17.0,115.187,-212601.0,0.32062249348906324,0,1.0,0.000683464442148137,6.125664752180388,264,0,1,1,0,1,2,0,18.804
5739,0.074,1849.29,1849.1,77,169,0,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,20612.0,1997197.0,1.0,8.0,0.11600000000000002,-20611.0,4.851542790607413e-05,-77,0.0,2.64966554731816e-05,2.3673469387755106,509,1,1,1,1,2,3,1,0.049
5740,0.015,134.48,134.43,19,216,0,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,228.0,31236.0,0.0,4.0,0.009000000000000001,-228.0,0.0,-19,0.0,5.205234979179061e-05,1.2857142857142858,312,0,1,1,0,1,2,1,0.007
5741,0.054,108102.65,30944.36,93,161,93,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,7837933.0,783040553.0,2952943.0,31.0,4033.588,-4884990.0,0.3767502222843701,0,1.0,0.007828318732241994,4.766358409097892,440,1,1,1,1,2,3,0,846.262
5742,0.066,199.35,145.38,49,216,49,4,9,1,0,0,0,0,3,0,1,1,0,2,1,1,0,0,0,450899.0,33722104.0,2253.0,9.0,0.553,-448646.0,0.004996684401606568,0,1.0,0.0009229997491848507,3.005434782608696,320,0,1,1,0,2,3,0,0.184
5743,0.051,119090.43,68205.96,46,23,46,6,9,1,0,1,2,2,2,0,0,1,1,1,1,1,0,1,1,30368842.0,477701372.0,10874114.0,17.0,10651.043,-19494728.0,0.35806811468148836,0,1.0,0.017930500376898466,4.987958888257714,377,1,1,1,1,1,2,0,2135.351
5744,0.079,964445.64,754471.22,1,43,0,5,8,1,0,1,2,2,3,0,0,2,0,1,1,0,0,1,0,1699787.0,12199313.0,0.0,10.0,1763.162,-1699787.0,0.0,-1,0.0,0.0001847164760887923,9.897119826661951,424,0,1,1,0,2,3,1,178.149
5745,0.095,1250675.01,1206428.89,40,81,40,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,33152278.0,1406901390.0,5398863.0,86.0,15879.795000000002,-27753415.0,0.16285043821121434,0,1.0,0.0015430267532090531,8.228619175313824,487,1,1,1,1,2,3,0,1929.825
5746,0.093,200260.87,200259.76,10,76,0,7,11,1,1,1,2,2,3,1,0,1,2,1,1,0,0,1,1,1250212.0,20004004.0,1000000.0,24.0,2249.0589999999997,-250212.0,0.7998643430074259,-10,0.0,0.0007229020826684714,15.535501384965011,483,1,1,1,2,2,3,0,144.769
5747,0.146,6068943.47,6022488.72,56,91,56,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,1912290375.0,136873350101.0,23042963.0,68.0,191794.299,-1889247412.0,0.012049928871288702,0,1.0,0.004541708146772374,6.958303683475569,629,1,1,1,1,3,4,0,27563.37
5748,0.057,1923.39,1923.26,53,12,53,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,30393.0,321996.0,20156.0,6.0,11.477000000000002,-10237.0,0.6631790214852105,0,1.0,0.0021586885655015364,2.764210019267823,242,0,1,1,0,1,2,0,4.152
5749,0.209,131255.14,68202.5,57,73,57,6,9,1,0,1,2,2,2,0,0,1,1,1,1,1,0,1,1,30365723.0,1135533403.0,10622542.0,16.0,11899.363000000001,-19743181.0,0.3498201574189424,0,1.0,0.017949559918186822,5.050723438139332,346,1,1,1,1,1,2,0,2355.972
5750,0.116,1248450.25,1248441.08,83,73,83,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,27332666.0,1363550398.0,9069202.0,30.0,34125.916,-18263464.0,0.33180817414591024,0,1.0,0.0019452557280516382,14.051942821966149,439,1,1,1,1,2,3,1,2428.555
5751,0.123,1270259.98,1240350.96,24,69,24,9,14,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,2,29953210.0,997878159.0,9321945.0,70.0,35733.308,-20631265.0,0.3112168946166371,0,1.0,0.00290556189922633,9.681674446782678,505,1,1,1,2,3,4,0,3690.819
5752,0.104,954994.36,954989.62,40,54,0,8,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,6251026.0,80018332.0,5000810.0,30.0,8926.011999999999,-1250216.0,0.799998272283622,-40,0.0,0.0005622232156428652,16.624472919615584,485,1,1,1,2,2,3,0,536.92
5753,0.062,201756.1,201755.16,8,8,0,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,1249901.0,9999208.0,1000000.0,17.0,1578.5589999999997,-249901.0,0.8000633650185095,-8,0.0,0.0006544387009859925,11.955429160008176,262,0,1,1,0,1,2,1,132.037
5754,0.11,1058603.54,1058601.91,14,61,14,7,13,1,1,1,2,2,4,3,0,0,0,1,1,0,0,1,3,19581755.0,851459921.0,9667056.0,35.0,24408.701999999997,-9914699.0,0.49367669036815137,0,1.0,0.002210264666222446,10.431987602327384,524,0,1,1,0,3,4,1,2339.794
5755,0.048,140.3,140.12,72,108,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,922.0,82576.0,110.0,6.0,4.909999999999999,-812.0,0.1193058568329718,-47,0.3472222222222222,0.007113328581610834,4.9198396793587165,187,0,1,1,0,1,2,0,0.998
5756,0.05,29859.42,29847.22,88,54,88,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,60280218.0,3247569772.0,58327.0,14.0,122.873,-60221891.0,0.0009675976951510029,0,1.0,0.0007787157285707492,5.284405642525375,330,0,1,1,0,2,3,0,23.252
5757,0.09,66453.16,27448.17,47,34,0,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,4663690.0,85813672.0,1.0,20.0,18.836,-4663689.0,2.1442248519948796e-07,-47,0.0,5.507638763905283e-05,5.146448087431693,552,1,1,1,1,2,3,0,3.66
5758,0.069,55626.1,29906.88,31,140,31,7,11,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,1,6031910.0,394819912.0,3062172.0,68.0,11891.389000000001,-2969738.0,0.5076620838175636,0,1.0,0.06078306766068446,3.516991829642501,385,1,1,1,1,2,3,1,3381.125
5759,0.152,234693.92,234512.0,81,171,81,8,15,1,0,1,2,2,4,0,0,3,1,1,1,3,0,1,1,1805314118.0,303119239566.0,741852.0,22.0,2156.6180000000004,-1804572266.0,0.00041092682575476317,0,1.0,0.0009459853071609183,9.713751649648453,556,1,1,1,1,3,4,0,222.017
5760,0.08,2219.23,2214.23,36,18,36,4,9,1,0,0,0,0,3,0,1,1,0,2,1,1,0,0,0,60305166.0,1084028228.0,12636.0,9.0,6.27,-60292530.0,0.00020953428765953483,0,1.0,0.0008795843603411994,3.212090163934426,336,0,1,1,0,2,3,0,1.952
5761,0.025,218269.75,218266.95,24,10,24,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,3250024.0,31250240.0,1100072.0,17.0,1273.088,-2149952.0,0.3384811927542689,0,1.0,0.0007260648807267155,8.033215966884994,195,0,1,1,0,1,2,0,158.478
5762,0.067,27394.53,27385.43,78,220,78,7,10,1,1,1,2,2,3,2,0,0,0,1,1,0,0,1,2,282568.0,49940312.0,90283.0,26.0,125.27600000000001,-192285.0,0.3195089323631834,0,1.0,0.0006234456294742053,7.335089876456467,391,0,1,1,0,2,3,0,17.079
5763,0.052,1635.99,1635.98,1,134,0,4,7,1,0,0,0,0,3,0,0,2,0,1,1,0,0,0,0,345.0,20286.0,0.0,5.0,2.334,-345.0,0.0,-1,0.0,0.0002897328223277648,4.924050632911393,308,0,1,1,0,2,3,0,0.474
5764,0.117,254052.22,213402.94,21,89,21,8,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,45682203.0,1931320955.0,19545259.0,108.0,23639.972999999994,-26136944.0,0.4278528117393988,0,1.0,0.015110121848177513,6.158231564359323,622,1,1,1,1,3,4,0,3838.76
5765,0.055,25036.29,25036.17,47,118,0,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,183615.0,5466190.0,1.0,6.0,0.048,-183614.0,5.446178144487107e-06,-47,0.0,9.186664637612041e-07,2.0869565217391304,326,0,1,1,0,1,2,1,0.023
5766,0.03,104091.85,29424.03,90,37,90,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,4606855.0,105462155.0,2989437.0,19.0,2413.3869999999997,-1617418.0,0.6489105908477693,0,1.0,0.008490309279737079,2.730780110707286,298,0,1,1,0,1,2,0,883.772
5767,0.076,86529.56,30114.72,68,46,68,6,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,4837908.0,129580848.0,2925305.0,24.0,1652.29,-1912603.0,0.604663213934618,0,1.0,0.006557192709635874,2.9120835543743206,379,0,1,1,0,2,3,0,567.391
5768,0.143,572448.64,298707.24,33,52,33,8,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,39900453.0,864745320.0,19341724.0,35.0,30501.789000000004,-20558729.0,0.4847494839218993,0,1.0,0.010067589644374035,5.292529399577803,569,1,1,1,1,3,4,1,5763.178
5769,0.06,25936.93,25932.27,40,27,0,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,146387.0,3699983.0,1.0,17.0,8.335000000000003,-146386.0,6.831207689207375e-06,-40,0.0,0.00014924665332404413,2.1531903900800833,291,0,1,1,0,1,2,1,3.871
5770,0.084,2225.9,2214.23,84,146,84,5,12,1,0,0,0,0,4,0,1,2,0,2,1,2,0,0,0,60315554.0,8767771044.0,14727.0,12.0,7.27,-60300827.0,0.0002441658746929523,0,1.0,0.0006783772855923447,4.814569536423841,471,0,1,1,0,3,4,0,1.51
5771,0.086,6115252.39,6041425.83,89,65,89,8,14,1,1,1,2,2,4,1,1,1,0,3,1,1,0,1,1,712909611.0,45948577771.0,42970039.0,38.0,176622.97500000003,-669939572.0,0.060274175487304515,0,1.0,0.005476194254019988,5.2741680604366135,499,0,1,1,0,3,4,0,33488.31
5772,0.123,1232285.08,1199101.05,30,46,30,7,11,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,1,27149680.0,645456108.0,5400629.0,51.0,38379.16800000001,-21749051.0,0.19892053976326793,0,1.0,0.004129698624607221,7.541643626622777,438,1,1,1,1,2,3,0,5088.966
5773,0.072,847100.49,847099.2,11,25,11,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,15080584.0,292030240.0,6065782.0,17.0,12017.239000000001,-9014802.0,0.40222460880825306,0,1.0,0.0014786533767676135,9.594081119747592,212,0,1,1,0,1,2,0,1252.568
5774,0.119,234787.68,234575.21,96,47,96,5,13,1,1,1,2,2,4,1,0,2,0,1,1,2,0,1,1,604328335.0,28229088485.0,725432.0,17.0,1004.8190000000001,-603602903.0,0.001200393822341625,0,1.0,0.000590661315789653,7.2455941736371505,518,0,1,1,0,3,4,0,138.68
5775,0.117,449072.19,270385.65,19,97,19,9,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,39898723.0,1684939625.0,12798085.0,65.0,22380.486,-27100638.0,0.3207642760897385,0,1.0,0.008246765403130397,6.043238187251529,529,1,1,1,2,3,4,0,3703.393
5776,0.116,273493.68,236159.87,45,52,45,6,13,1,1,1,2,2,4,2,0,1,0,1,1,1,0,1,2,33678292.0,865397506.0,26441613.0,18.0,20923.38,-7236679.0,0.7851233370148344,0,1.0,0.018184427515838757,4.2071201445471305,507,0,1,1,0,3,4,0,4973.326
5777,0.06,524838.78,234508.3,35,9,35,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,20753113.0,184028017.0,11851925.0,19.0,8950.005,-8901188.0,0.571091430957852,0,1.0,0.0060090109957194856,2.837882186417364,199,0,1,1,0,1,2,0,3153.762
5778,0.067,323.24,136.95,82,120,0,4,9,1,0,0,0,0,3,0,1,1,0,2,1,1,0,0,0,21453.0,320148.0,0.0,5.0,0.039,-21453.0,0.0,-82,0.0,6.496720702883307e-05,1.857142857142857,427,0,1,1,0,2,3,1,0.021
5779,0.026,607790.34,234508.3,45,16,45,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,20753123.0,236033552.0,12065232.0,23.0,12180.296,-8687891.0,0.5813694642488265,0,1.0,0.007320794206765445,2.7374478256921893,234,0,1,1,0,1,2,0,4449.508
5780,0.43,106666.45,31166.79,91,148,91,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,7836465.0,738116904.0,3004852.0,45.0,7329.758,-4831613.0,0.3834448313110567,0,1.0,0.014189428822277295,4.842803871199628,688,1,1,1,1,3,4,1,1513.536
5781,0.147,1206419.32,1206419.11,86,54,86,8,13,1,1,0,0,0,4,3,0,0,1,1,1,0,0,0,3,27511452.0,617709652.0,28439395.0,13.0,35391.064999999995,927943.0,1.0337293356962767,0,1.0,0.007875548611074961,3.724899260241901,522,1,1,1,2,3,4,0,9501.214
5782,0.077,811662.37,811656.36,23,67,23,7,9,1,1,1,2,2,2,1,0,0,2,1,1,0,0,1,1,7687350.0,156991686.0,6134423.0,21.0,16869.573999999997,-1552927.0,0.7979892941000475,0,1.0,0.0016517976557173643,12.582642526079619,312,1,1,1,2,1,2,0,1340.702
5783,0.152,5797275.23,5797262.13,12,168,12,8,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,289961514.0,35907065628.0,20070827.0,57.0,355876.72599999997,-269890687.0,0.06921893434450753,0,1.0,0.008183542288020712,7.5012620291783385,623,1,1,1,1,3,4,0,47442.247
5784,0.219,30347.34,30167.68,79,154,79,9,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,1804101616.0,277387014584.0,2388877.0,42.0,3694.8859999999995,-1801712739.0,0.0013241366111608206,0,1.0,0.01859322761072305,6.5482556645488295,641,1,1,1,1,3,4,0,564.255
5785,0.135,2297.3,2214.23,88,146,88,5,12,1,0,0,0,0,4,0,1,2,0,2,1,2,0,0,0,9164297.0,1300007522.0,14931.0,12.0,10.660000000000002,-9149366.0,0.0016292575415222793,0,1.0,0.0010943281243198536,4.240254574383454,463,0,1,1,0,3,4,0,2.514
5786,0.089,79064.73,30944.36,58,63,58,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,7837898.0,241743874.0,2943343.0,30.0,4298.1939999999995,-4894555.0,0.3755270864713983,0,1.0,0.01131209832753492,4.805737554618353,449,1,1,1,1,2,3,0,894.388
5787,0.11,1006065.93,1006049.26,65,40,65,8,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,12273845.0,162904164.0,9135627.0,30.0,49981.781,-3138218.0,0.7443166342739378,0,1.0,0.0031158256198974953,15.944545392484065,326,1,1,1,1,2,3,0,3134.726
5788,0.055,24938.8,24938.74,21,134,0,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,183589.0,8999938.0,1.0,6.0,0.04300000000000001,-183588.0,5.446949435968386e-06,-21,0.0,8.420613662245177e-07,2.047619047619048,288,0,1,1,0,1,2,1,0.021
5789,0.044,25372.67,25372.53,56,12,0,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,203654.0,1241244.0,1.0,8.0,0.05700000000000001,-203653.0,4.9102890196116945e-06,-56,0.0,1.0247246348137582e-06,2.192307692307693,412,1,1,1,1,2,3,1,0.026
5790,0.061,1236007.36,1235999.29,71,47,71,8,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,27337854.0,989752154.0,9069612.0,30.0,53615.312000000005,-18268242.0,0.3317602032697958,0,1.0,0.003737207519540984,11.607015562814123,435,1,1,1,1,2,3,0,4619.216
5791,0.116,72626.82,35018.36,34,10,34,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,18369778.0,111685468.0,9529291.0,12.0,5023.224,-8840487.0,0.5187482940730149,0,1.0,0.02158268804829951,3.204645412196121,193,0,1,1,0,1,2,0,1567.482
5792,0.159,109513.02,26453.34,100,162,0,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,3599614.0,125314566.0,1.0,23.0,84.725,-3599613.0,2.7780756492223886e-07,-100,0.0,0.00021178303730460542,3.6530418660802826,669,1,1,1,2,3,4,1,23.193
5793,0.166,140.45,140.32,10,120,5,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1030.0,82120.0,115.0,7.0,0.30000000000000004,-915.0,0.11165048543689321,-5,0.5,0.0014667141331434674,1.4563106796116507,335,1,1,1,1,1,2,0,0.206
5794,0.407,499673.52,274044.91,24,53,24,7,12,1,0,1,2,2,3,0,0,2,1,1,1,2,0,1,1,39156180.0,1204997238.0,12198510.0,56.0,27580.776999999995,-26957670.0,0.3115347309160393,0,1.0,0.009455838284166029,5.837409033802682,435,1,1,1,1,2,3,0,4724.832
5795,0.087,140.88,140.32,43,220,25,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1063.0,175380.0,155.0,7.0,0.216,-908.0,0.1458137347130762,-18,0.5813953488372093,0.0027470187393526407,0.5581395348837209,315,1,1,1,1,1,2,0,0.387
5796,0.05,88684.05,29780.31,71,42,71,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,4775071.0,108352982.0,3017259.0,16.0,2867.2640000000006,-1757812.0,0.6318773061175426,0,1.0,0.011329996769430353,2.853595278615433,275,0,1,1,0,1,2,0,1004.79
